key,item
 6815- 1074- 7,186
 9550- 1074- 7,1022
 9550- 1074- 7,1199
 6500- 1074- 7,1315
 6500- 1074- 7,319
 6500- 1074- 7,922
 6500- 1074- 7,1498
 6500- 1074- 7,1328
 2475- 1088- 8,1359
 2475- 1088- 8,977
 2475- 1088- 8,567
 2475- 1088- 8,1382
 2475- 1088- 8,494
 2130- 1088- 8,199
 2130- 1088- 8,908
 2130- 1088- 8,752
 2130- 1088- 8,76
 2130- 1088- 8,132
 2130- 1088- 8,1108
 2130- 1088- 8,153
 2130- 1088- 8,315
 1119- 1088- 8,755
 1119- 1088- 8,40
 1119- 1088- 8,629
 4592- 1088- 8,839
 4592- 1088- 8,1348
 4592- 1088- 8,233
 1930- 1088- 8,96
 1419- 1088- 8,1465
 1419- 1088- 8,1442
 1419- 1088- 8,366
 1419- 1088- 8,63
 7221- 1088- 8,581
 7221- 1088- 8,957
 8345- 1088- 8,115
 8345- 1088- 8,797
 5102- 1088- 8,142
 5102- 1088- 8,1130
 5102- 1088- 8,454
 5102- 1088- 8,924
 5102- 1088- 8,341
 2099- 1088- 8,701
 2099- 1088- 8,572
 2099- 1088- 8,228
 2099- 1088- 8,844
 2099- 1088- 8,555
 2099- 1088- 8,278
 6569- 1088- 8,1435
 6569- 1088- 8,320
 6569- 1088- 8,963
 6569- 1088- 8,1006
 6569- 1088- 8,1289
 6569- 1088- 8,27
 6569- 1088- 8,1429
 7812- 1088- 8,577
 7812- 1088- 8,993
 7812- 1088- 8,1303
 8087- 1088- 8,727
 8087- 1088- 8,544
 8087- 1088- 8,1093
 4592- 1088- 8,1343
 4592- 1088- 8,1399
 4592- 1088- 8,816
 1593- 1088- 8,287
 1593- 1088- 8,770
 5466- 1088- 8,660
 5466- 1088- 8,797
 5466- 1088- 8,1213
 5466- 1088- 8,1109
 5466- 1088- 8,593
 5466- 1088- 8,997
 5466- 1088- 8,200
 244- 1088- 8,1036
 8592- 1088- 8,1090
 8592- 1088- 8,1040
 8592- 1088- 8,1190
 8592- 1088- 8,740
 8592- 1088- 8,944
 8592- 1088- 8,1160
 4913- 1088- 8,557
 4913- 1088- 8,1493
 4913- 1088- 8,657
 4913- 1088- 8,1194
 4913- 1088- 8,1556
 4913- 1088- 8,1200
 4913- 1088- 8,1123
 4913- 1088- 8,940
 4761- 1088- 8,1258
 4761- 1088- 8,1341
 4761- 1088- 8,1092
 4761- 1088- 8,283
 4761- 1088- 8,1152
 4761- 1088- 8,516
 1930- 1088- 8,823
 1930- 1088- 8,1478
 6603- 1088- 8,1156
 6603- 1088- 8,480
 6603- 1088- 8,950
 6603- 1088- 8,1511
 6603- 1088- 8,556
 6603- 1088- 8,1133
 6603- 1088- 8,962
 1050- 1088- 8,881
 1050- 1088- 8,138
 1050- 1088- 8,808
 1050- 1088- 8,771
 1050- 1088- 8,55
 1050- 1088- 8,1058
 1050- 1088- 8,22
 1947- 1088- 8,525
 1947- 1088- 8,475
 1947- 1088- 8,625
 9450- 1088- 8,385
 9450- 1088- 8,456
 9450- 1088- 8,1072
 9450- 1088- 8,369
 9450- 1088- 8,506
 8345- 1088- 8,1034
 8345- 1088- 8,1211
 8345- 1088- 8,1094
 8345- 1088- 8,1444
 3244- 1088- 8,510
 3244- 1088- 8,61
 3244- 1088- 8,264
 4477- 1088- 8,859
 4477- 1088- 8,570
 8239- 1088- 8,847
 6033- 1088- 8,443
 6033- 1088- 8,260
 6033- 1088- 8,809
 5851- 1088- 8,1156
 5851- 1088- 8,68
 6394- 1088- 8,651
 6394- 1088- 8,441
 6394- 1088- 8,657
 6394- 1088- 8,8
 6394- 1088- 8,811
 6394- 1088- 8,374
 6569- 1088- 8,690
 6569- 1088- 8,1466
 6569- 1088- 8,1110
 6569- 1088- 8,1033
 9249- 1088- 8,832
 9249- 1088- 8,1435
 5881- 1088- 8,859
 5881- 1088- 8,210
 5881- 1088- 8,599
 5881- 1088- 8,576
 8775- 1088- 8,493
 8775- 1088- 8,1308
 8775- 1088- 8,517
 8775- 1088- 8,479
 8775- 1088- 8,1322
 3864- 1088- 8,1066
 3864- 1088- 8,390
 3864- 1088- 8,446
 3864- 1088- 8,1422
 3864- 1088- 8,467
 3864- 1088- 8,629
 8670- 1088- 8,242
 8670- 1088- 8,138
 8670- 1088- 8,1180
 8670- 1088- 8,26
 8670- 1088- 8,787
 8670- 1088- 8,791
 8670- 1088- 8,49
 498- 1088- 8,831
 498- 1088- 8,1074
 1593- 1088- 8,1487
 1593- 1088- 8,1465
 1593- 1088- 8,389
 1593- 1088- 8,86
 9443- 1088- 8,895
 9443- 1088- 8,1271
 9443- 1088- 8,556
 9443- 1088- 8,1144
 2500- 1088- 8,1022
 2500- 1088- 8,1304
 2500- 1088- 8,456
 2500- 1088- 8,1444
 2500- 1088- 8,768
 1050- 1088- 8,181
 1050- 1088- 8,1103
 1050- 1088- 8,626
 1050- 1088- 8,497
 1050- 1088- 8,154
 1578- 1088- 8,630
 1578- 1088- 8,1313
 1578- 1088- 8,410
 1578- 1088- 8,1243
 8615- 1088- 8,894
 8615- 1088- 8,911
 8615- 1088- 8,861
 8615- 1088- 8,1010
 9262- 1088- 8,794
 9262- 1088- 8,1210
 9262- 1088- 8,1520
 9262- 1088- 8,590
 6387- 1088- 8,709
 3125- 1088- 8,1478
 3125- 1088- 8,1108
 3125- 1088- 8,1391
 3125- 1088- 8,542
 3125- 1088- 8,386
 8087- 1088- 8,103
 8087- 1088- 8,559
 8087- 1088- 8,336
 8087- 1088- 8,1418
 8087- 1088- 8,875
 4871- 1071- 8,717
 4871- 1071- 8,1399
 4871- 1071- 8,910
 4871- 1071- 8,1233
 4871- 1071- 8,1410
 4871- 1071- 8,1293
 3864- 1071- 8,976
 3864- 1071- 8,673
 3864- 1071- 8,756
 3864- 1071- 8,115
 3864- 1071- 8,119
 3864- 1071- 8,935
 5129- 1071- 8,918
 5129- 1071- 8,1240
 5129- 1071- 8,1417
 5129- 1071- 8,1301
 5129- 1071- 8,92
 5129- 1071- 8,602
 5129- 1071- 8,631
 6033- 1071- 8,1311
 6033- 1071- 8,1181
 5102- 1071- 8,1111
 5102- 1071- 8,223
 6679- 1071- 8,1404
 6679- 1071- 8,1315
 6679- 1071- 8,439
 6679- 1071- 8,1094
 6679- 1071- 8,272
 8087- 1071- 8,857
 8087- 1071- 8,647
 8087- 1071- 8,863
 8087- 1071- 8,214
 8087- 1071- 8,603
 8087- 1071- 8,580
 8087- 1071- 8,1063
 9143- 1071- 8,145
 9143- 1071- 8,55
 9143- 1071- 8,738
 9143- 1071- 8,1393
 9143- 1071- 8,571
 9143- 1071- 8,334
 3864- 1071- 8,879
 3864- 1071- 8,1362
 3864- 1071- 8,1472
 3864- 1071- 8,1555
 3864- 1071- 8,1305
 9990- 1071- 8,1195
 9990- 1071- 8,413
 9990- 1071- 8,1202
 9990- 1071- 8,1538
 4495- 1071- 8,70
 4495- 1071- 8,259
 4495- 1071- 8,933
 4495- 1071- 8,1176
 4871- 1071- 8,906
 4871- 1071- 8,843
 4871- 1071- 8,300
 4871- 1071- 8,1515
 4871- 1071- 8,573
 4871- 1071- 8,284
 4871- 1071- 8,7
 4871- 1071- 8,423
 3753- 1071- 8,369
 3753- 1071- 8,558
 3753- 1071- 8,1134
 3753- 1071- 8,1378
 3753- 1071- 8,1061
 1419- 1071- 8,485
 1419- 1071- 8,209
 1419- 1071- 8,625
 1419- 1071- 8,934
 5665- 1071- 8,1414
 5665- 1071- 8,512
 5665- 1071- 8,1248
 5665- 1071- 8,1425
 4647- 1071- 8,915
 4647- 1071- 8,865
 4647- 1071- 8,1015
 4647- 1071- 8,566
 4647- 1071- 8,356
 5102- 1071- 8,1473
 5102- 1071- 8,730
 2475- 1071- 8,474
 2475- 1071- 8,1023
 2475- 1071- 8,934
 2475- 1071- 8,58
 10001- 1071- 8,1439
 10001- 1071- 8,830
 4592- 1071- 8,1070
 4592- 1071- 8,1181
 4592- 1071- 8,1264
 4592- 1071- 8,1014
 298- 1071- 8,1237
 298- 1071- 8,268
 298- 1071- 8,1204
 1119- 1071- 8,987
 1119- 1071- 8,1430
 1119- 1071- 8,101
 6440- 1071- 8,934
 6440- 1071- 8,1083
 6440- 1071- 8,634
 6440- 1071- 8,838
 6440- 1071- 8,1054
 4913- 1071- 8,1503
 4913- 1071- 8,201
 4913- 1071- 8,578
 4913- 1071- 8,1420
 8710- 1071- 8,382
 8710- 1071- 8,425
 8710- 1071- 8,708
 8710- 1071- 8,1417
 8710- 1071- 8,848
 8710- 1071- 8,172
 8710- 1071- 8,642
 9790- 1071- 8,625
 9790- 1071- 8,109
 8710- 1071- 8,972
 8710- 1071- 8,190
 8710- 1071- 8,1392
 8710- 1071- 8,1316
 8710- 1071- 8,1132
 5881- 1071- 8,1488
 5881- 1071- 8,201
 5881- 1071- 8,217
 5512- 1071- 8,999
 5512- 1071- 8,523
 5512- 1071- 8,1538
 5512- 1071- 8,51
 5512- 1071- 8,667
 5512- 1071- 8,1522
 6075- 1071- 8,1136
 6075- 1071- 8,88
 6075- 1071- 8,531
 6075- 1071- 8,1173
 6075- 1071- 8,803
 9625- 1071- 8,483
 9625- 1071- 8,566
 9625- 1071- 8,316
 4495- 1071- 8,1365
 4495- 1071- 8,622
 4495- 1071- 8,878
 4495- 1071- 8,1255
 4495- 1071- 8,539
 4495- 1071- 8,1128
 4495- 1071- 8,506
 5665- 1071- 8,692
 5665- 1071- 8,642
 5665- 1071- 8,792
 5665- 1071- 8,343
 5881- 1071- 8,992
 5881- 1071- 8,1302
 5881- 1071- 8,786
 5881- 1071- 8,775
 1119- 1071- 8,1518
 1119- 1071- 8,137
 1119- 1071- 8,20
 1119- 1071- 8,370
 1119- 1071- 8,879
 1119- 1071- 8,617
 6033- 1071- 8,694
 6033- 1071- 8,1443
 6033- 1071- 8,754
 6033- 1071- 8,118
 6033- 1071- 8,1200
 7356- 1071- 8,841
 7356- 1071- 8,1390
 7356- 1071- 8,1301
 7356- 1071- 8,425
 7356- 1071- 8,1081
 7356- 1071- 8,259
 7812- 1071- 8,881
 7812- 1071- 8,858
 7812- 1071- 8,1340
 9990- 1071- 8,872
 9990- 1071- 8,1276
 5481- 1071- 8,101
 5481- 1071- 8,889
 5481- 1071- 8,1226
 5481- 1071- 8,1043
 5481- 1071- 8,34
 3571- 1071- 8,111
 3571- 1071- 8,128
 3571- 1071- 8,78
 3571- 1071- 8,227
 3571- 1071- 8,922
 3571- 1071- 8,1126
 3571- 1071- 8,1342
 6387- 1071- 8,691
 6387- 1071- 8,1479
 6387- 1071- 8,258
 6387- 1071- 8,75
 6387- 1071- 8,624
 6387- 1071- 8,121
 6387- 1071- 8,803
 6387- 1071- 8,314
 9262- 1071- 8,1431
 9262- 1071- 8,795
 9262- 1071- 8,732
 9262- 1071- 8,189
 7812- 1071- 8,479
 7812- 1071- 8,123
 6569- 1071- 8,297
 6569- 1071- 8,326
 6569- 1071- 8,969
 6569- 1071- 8,1012
 6569- 1071- 8,1295
 6569- 1071- 8,447
 6569- 1071- 8,1435
 6679- 1071- 8,486
 6679- 1071- 8,902
 6679- 1071- 8,1212
 6679- 1071- 8,696
 4647- 1071- 8,401
 4647- 1071- 8,1137
 4647- 1071- 8,1314
 4647- 1071- 8,1197
 4647- 1071- 8,1547
 4647- 1071- 8,85
 4647- 1071- 8,528
 2099- 1071- 8,1110
 5559- 1071- 8,1511
 5559- 1071- 8,581
 5559- 1071- 8,985
 5559- 1071- 8,602
 5559- 1071- 8,192
 5559- 1071- 8,1008
 5665- 1071- 8,1550
 5665- 1071- 8,49
 5665- 1071- 8,1024
 5665- 1071- 8,69
 8087- 1071- 8,94
 8087- 1071- 8,550
 8087- 1071- 8,327
 8087- 1071- 8,1409
 8087- 1071- 8,866
 8615- 1071- 8,42
 8615- 1071- 8,1096
 8615- 1071- 8,221
 8615- 1071- 8,1290
 8615- 1071- 8,54
 8615- 1071- 8,231
 2130- 1071- 8,1067
 2130- 1071- 8,1550
 2130- 1071- 8,1246
 2130- 1071- 8,1329
 2130- 1071- 8,788
 2130- 1071- 8,1537
 6632- 1071- 8,1387
 6632- 1071- 8,1298
 6632- 1071- 8,422
 6632- 1071- 8,1491
 6632- 1071- 8,256
 10008- 1071- 8,1229
 10008- 1071- 8,1019
 9625- 1087- 8,123
 9625- 1087- 8,1204
 9625- 1087- 8,1075
 9625- 1087- 8,732
 4495- 1087- 8,1009
 4495- 1087- 8,932
 4495- 1087- 8,749
 4495- 1087- 8,1298
 4495- 1087- 8,1208
 4495- 1087- 8,333
 4495- 1087- 8,988
 6033- 1087- 8,1455
 6033- 1087- 8,1538
 6033- 1087- 8,1289
 6033- 1087- 8,480
 6033- 1087- 8,935
 6033- 1087- 8,713
 6033- 1087- 8,236
 1930- 1087- 8,461
 3411- 1087- 8,964
 3411- 1087- 8,288
 3411- 1087- 8,344
 3411- 1087- 8,1320
 3411- 1087- 8,365
 3411- 1087- 8,528
 10008- 1087- 8,529
 10008- 1087- 8,425
 5851- 1087- 8,941
 5851- 1087- 8,1477
 4655- 1087- 8,702
 4655- 1087- 8,1051
 4655- 1087- 8,3
 4655- 1087- 8,446
 4655- 1087- 8,675
 9443- 1087- 8,287
 9443- 1087- 8,1542
 9443- 1087- 8,67
 9443- 1087- 8,1375
 9443- 1087- 8,566
 9443- 1087- 8,1436
 9443- 1087- 8,799
 5851- 1087- 8,903
 5851- 1087- 8,1253
 5851- 1087- 8,204
 5851- 1087- 8,234
 5851- 1087- 8,876
 5851- 1087- 8,920
 3244- 1087- 8,468
 3244- 1087- 8,1389
 3244- 1087- 8,913
 3244- 1087- 8,784
 3244- 1087- 8,441
 3244- 1087- 8,1057
 7812- 1087- 8,1202
 7812- 1087- 8,1551
 7812- 1087- 8,89
 7812- 1087- 8,532
 7812- 1087- 8,1175
 7812- 1087- 8,1219
 7812- 1087- 8,1502
 4477- 1087- 8,1258
 4477- 1087- 8,555
 4477- 1087- 8,692
 4477- 1087- 8,1108
 5481- 1087- 8,1216
 5481- 1087- 8,340
 5481- 1087- 8,995
 5481- 1087- 8,174
 5481- 1087- 8,1495
 5481- 1087- 8,1378
 5481- 1087- 8,170
 6075- 1087- 8,554
 10271- 1087- 8,991
 10271- 1087- 8,1407
 10271- 1087- 8,1303
 10271- 1087- 8,787
 10271- 1087- 8,1191
 298- 1087- 8,881
 298- 1087- 8,1324
 298- 1087- 8,1553
 8204- 1087- 8,1137
 8204- 1087- 8,1384
 8204- 1087- 8,934
 8204- 1087- 8,1138
 8204- 1087- 8,1355
 8204- 1087- 8,292
 1419- 1087- 8,129
 1419- 1087- 8,851
 1419- 1087- 8,1388
 1419- 1087- 8,192
 9249- 1087- 8,102
 9249- 1087- 8,572
 9249- 1087- 8,1547
 9249- 1087- 8,179
 10271- 1087- 8,495
 10271- 1087- 8,1364
 10271- 1087- 8,728
 10271- 1087- 8,252
 10271- 1087- 8,123
 10271- 1087- 8,1337
 10271- 1087- 8,395
 9262- 1087- 8,902
 9262- 1087- 8,946
 8204- 1087- 8,249
 8204- 1087- 8,519
 8204- 1087- 8,536
 8204- 1087- 8,486
 8204- 1087- 8,636
 7812- 1087- 8,619
 7812- 1087- 8,236
 9990- 1087- 8,1499
 9990- 1087- 8,278
 9990- 1087- 8,95
 9990- 1087- 8,644
 2998- 1087- 8,1133
 2998- 1087- 8,1376
 2998- 1087- 8,1060
 2998- 1087- 8,451
 2998- 1087- 8,721
 4477- 1087- 8,1134
 4477- 1087- 8,1030
 4477- 1087- 8,514
 4477- 1087- 8,918
 9480- 1087- 8,1247
 9480- 1087- 8,1423
 9480- 1087- 8,1307
 9480- 1087- 8,98
 9480- 1087- 8,608
 4913- 1087- 8,433
 4913- 1087- 8,410
 4913- 1087- 8,893
 4913- 1087- 8,589
 4913- 1087- 8,672
 4913- 1087- 8,423
 5466- 1087- 8,473
 5466- 1087- 8,1022
 5466- 1087- 8,932
 5466- 1087- 8,57
 3661- 1087- 8,391
 3661- 1087- 8,1339
 3661- 1087- 8,1196
 3661- 1087- 8,1213
 9443- 1087- 8,104
 9443- 1087- 8,1373
 9443- 1087- 8,1096
 9443- 1087- 8,1512
 9443- 1087- 8,264
 9443- 1087- 8,1306
 7812- 1087- 8,266
 7812- 1087- 8,549
 1578- 1087- 8,1398
 1578- 1087- 8,1414
 1578- 1087- 8,1364
 1578- 1087- 8,1514
 1578- 1087- 8,1065
 1578- 1087- 8,855
 5129- 1087- 8,1534
 5129- 1087- 8,979
 5129- 1087- 8,1501
 5129- 1087- 8,1079
 3501- 1087- 8,1434
 3501- 1087- 8,1278
 3501- 1087- 8,602
 3501- 1087- 8,659
 298- 1087- 8,205
 298- 1087- 8,1513
 321- 1087- 8,351
 321- 1087- 8,1393
 321- 1087- 8,238
 1593- 1087- 8,554
 5466- 1087- 8,977
 5466- 1087- 8,1486
 5466- 1087- 8,371
 5466- 1087- 8,600
 10208- 1087- 8,402
 10208- 1087- 8,897
 7448- 1087- 8,508
 7448- 1087- 8,165
 7448- 1087- 8,781
 7448- 1087- 8,491
 7448- 1087- 8,215
 7448- 1087- 8,631
 8710- 1087- 8,256
 8710- 1087- 8,899
 9143- 1087- 8,1269
 4647- 1087- 8,1531
 4647- 1087- 8,190
 3753- 1087- 8,936
 3753- 1087- 8,807
 3753- 1087- 8,464
 3753- 1087- 8,1079
 3753- 1087- 8,790
 3753- 1087- 8,514
 3753- 1087- 8,930
 10008- 1087- 8,553
 10008- 1087- 8,397
 5665- 1087- 8,782
 5665- 1087- 8,932
 5665- 1087- 8,482
 5665- 1087- 8,272
 5665- 1087- 8,489
 3982- 1087- 8,938
 3982- 1087- 8,50
 6033- 1087- 8,1231
 6033- 1087- 8,1142
 6033- 1087- 8,266
 6033- 1087- 8,921
 3857- 1087- 8,1135
 3857- 1087- 8,1405
 5559- 1087- 8,1388
 5559- 1087- 8,1472
 5559- 1087- 8,1222
 5559- 1087- 8,413
 5559- 1087- 8,869
 5559- 1087- 8,646
 5559- 1087- 8,170
 1419- 1087- 8,394
 2500- 1087- 8,897
 2500- 1087- 8,221
 2500- 1087- 8,278
 2500- 1087- 8,1253
 2500- 1087- 8,1443
 2500- 1087- 8,461
 9790- 1087- 8,48
 9790- 1087- 8,358
 9790- 1087- 8,1400
 9790- 1087- 8,1390
 9790- 1087- 8,1007
 9790- 1087- 8,1011
 6387- 1087- 8,1074
 8087- 1089- 8,1080
 8087- 1089- 8,470
 8087- 1089- 8,327
 8087- 1089- 8,343
 8087- 1089- 8,293
 8087- 1089- 8,443
 8087- 1089- 8,1552
 9790- 1089- 8,8
 9790- 1089- 8,131
 9790- 1089- 8,906
 4761- 1089- 8,1343
 4761- 1089- 8,68
 4761- 1089- 8,364
 4761- 1089- 8,207
 4761- 1089- 8,1089
 4761- 1089- 8,1
 4761- 1089- 8,563
 6394- 1089- 8,322
 6394- 1089- 8,725
 6394- 1089- 8,343
 6394- 1089- 8,1491
 6394- 1089- 8,748
 6394- 1089- 8,1418
 6394- 1089- 8,1381
 498- 1089- 8,1555
 498- 1089- 8,945
 4647- 1089- 8,1089
 4647- 1089- 8,1199
 4647- 1089- 8,1282
 4647- 1089- 8,1032
 8775- 1089- 8,946
 9443- 1089- 8,956
 9443- 1089- 8,773
 9443- 1089- 8,1322
 9443- 1089- 8,819
 8615- 1089- 8,496
 8615- 1089- 8,180
 1050- 1089- 8,887
 1050- 1089- 8,1369
 1050- 1089- 8,1066
 1050- 1089- 8,1149
 1050- 1089- 8,899
 9990- 1089- 8,1203
 9990- 1089- 8,7
 9990- 1089- 8,1209
 9990- 1089- 8,1132
 9790- 1089- 8,1344
 9790- 1089- 8,1534
 9790- 1089- 8,552
 4871- 1089- 8,1267
 4871- 1089- 8,1350
 4871- 1089- 8,1101
 4871- 1089- 8,292
 4871- 1089- 8,1161
 4871- 1089- 8,525
 1947- 1089- 8,832
 1947- 1089- 8,1487
 6632- 1089- 8,1165
 6632- 1089- 8,489
 6632- 1089- 8,959
 6632- 1089- 8,1520
 6632- 1089- 8,566
 6632- 1089- 8,1142
 6632- 1089- 8,971
 3411- 1089- 8,890
 3411- 1089- 8,147
 3411- 1089- 8,817
 3411- 1089- 8,780
 3411- 1089- 8,64
 3411- 1089- 8,1067
 3411- 1089- 8,31
 1947- 1089- 8,534
 1947- 1089- 8,484
 1947- 1089- 8,634
 9480- 1089- 8,394
 9480- 1089- 8,465
 9480- 1089- 8,1081
 9480- 1089- 8,378
 9480- 1089- 8,515
 8345- 1089- 8,1043
 8345- 1089- 8,1220
 8345- 1089- 8,1104
 8345- 1089- 8,1453
 3411- 1089- 8,519
 3411- 1089- 8,70
 3411- 1089- 8,273
 4495- 1089- 8,869
 4495- 1089- 8,579
 8239- 1089- 8,856
 6034- 1089- 8,453
 6034- 1089- 8,269
 6034- 1089- 8,819
 5881- 1089- 8,1165
 5881- 1089- 8,77
 6440- 1089- 8,660
 6440- 1089- 8,450
 6440- 1089- 8,666
 6440- 1089- 8,17
 6440- 1089- 8,820
 6440- 1089- 8,383
 6569- 1089- 8,699
 6569- 1089- 8,1475
 6569- 1089- 8,1119
 6569- 1089- 8,1043
 9262- 1089- 8,841
 9262- 1089- 8,1444
 6033- 1089- 8,868
 6033- 1089- 8,219
 6033- 1089- 8,608
 6033- 1089- 8,585
 9450- 1089- 8,599
 9450- 1089- 8,1414
 9450- 1089- 8,526
 9450- 1089- 8,489
 9450- 1089- 8,1331
 9450- 1089- 8,775
 9610- 1089- 8,638
 9610- 1089- 8,590
 9610- 1089- 8,274
 9844- 1089- 8,1310
 8710- 1089- 8,401
 8710- 1089- 8,1256
 8710- 1089- 8,1393
 8710- 1089- 8,251
 8710- 1089- 8,147
 8710- 1089- 8,1189
 8710- 1089- 8,35
 9262- 1089- 8,754
 9262- 1089- 8,172
 9262- 1089- 8,361
 9262- 1089- 8,937
 9844- 1089- 8,1547
 9844- 1089- 8,910
 9844- 1089- 8,848
 9844- 1089- 8,305
 6440- 1089- 8,303
 6440- 1089- 8,1505
 6440- 1089- 8,1428
 6440- 1089- 8,1245
 6440- 1089- 8,236
 6440- 1089- 8,147
 6440- 1089- 8,829
 6440- 1089- 8,340
 1930- 1089- 8,287
 1930- 1089- 8,1209
 1930- 1089- 8,733
 1930- 1089- 8,603
 1930- 1089- 8,260
 10208- 1089- 8,445
 10208- 1089- 8,1128
 10208- 1089- 8,225
 8670- 1089- 8,861
 8670- 1089- 8,1438
 1419- 1089- 8,1291
 1419- 1089- 8,122
 1419- 1089- 8,99
 4592- 1089- 8,1335
 4592- 1089- 8,405
 4592- 1089- 8,809
 4592- 1089- 8,426
 4592- 1089- 8,16
 4592- 1089- 8,832
 2852- 1089- 8,1083
 2852- 1089- 8,1139
 6034- 1089- 8,164
 6034- 1089- 8,368
 6034- 1089- 8,584
 6034- 1089- 8,1493
 6034- 1089- 8,324
 6034- 1089- 8,301
 6193- 1089- 8,617
 9610- 1089- 8,45
 9610- 1089- 8,1114
 9610- 1089- 8,1436
 9610- 1089- 8,55
 9610- 1089- 8,1497
 5481- 1089- 8,1174
 5481- 1089- 8,111
 5481- 1089- 8,914
 5481- 1089- 8,891
 5481- 1089- 8,1374
 3244- 1089- 8,280
 3244- 1089- 8,1216
 3244- 1089- 8,379
 3244- 1089- 8,916
 3244- 1089- 8,1278
 3244- 1089- 8,922
 3244- 1089- 8,845
 6394- 1089- 8,962
 6394- 1089- 8,313
 6394- 1089- 8,1116
 6394- 1089- 8,679
 9844- 1089- 8,693
 9844- 1089- 8,1508
 9844- 1089- 8,620
 9844- 1089- 8,996
 9844- 1089- 8,1425
 9844- 1089- 8,870
 10008- 1089- 8,1146
 10008- 1089- 8,976
 10008- 1089- 8,660
 10008- 1089- 8,50
 5665- 1089- 8,1367
 5665- 1089- 8,1437
 5665- 1089- 8,495
 7315- 1089- 8,1171
 9625- 1089- 8,356
 9625- 1089- 8,1038
 9625- 1089- 8,135
 5881- 1089- 8,869
 5881- 1089- 8,1031
 728- 1089- 8,1202
 728- 1089- 8,33
 6394- 1089- 8,469
 6394- 1089- 8,1085
 6394- 1089- 8,382
 4647- 1089- 8,326
 4647- 1089- 8,1102
 4647- 1089- 8,332
 4647- 1089- 8,669
 4647- 1089- 8,486
 4647- 1089- 8,1035
 4647- 1089- 8,532
 2099- 1068- 8,717
 2099- 1068- 8,413
 6569- 1068- 8,427
 6569- 1068- 8,843
 6569- 1068- 8,1153
 6569- 1068- 8,637
 5881- 1068- 8,1047
 5881- 1068- 8,1369
 5881- 1068- 8,1546
 5881- 1068- 8,1430
 5881- 1068- 8,221
 5881- 1068- 8,731
 5881- 1068- 8,760
 5881- 1068- 8,1403
 8239- 1068- 8,629
 8239- 1068- 8,1045
 8239- 1068- 8,1355
 8239- 1068- 8,839
 8239- 1068- 8,829
 1578- 1068- 8,616
 1578- 1068- 8,1059
 1578- 1068- 8,144
 8928- 1068- 8,1285
 8928- 1068- 8,1435
 8928- 1068- 8,986
 8928- 1068- 8,776
 8928- 1068- 8,992
 8928- 1068- 8,343
 8928- 1068- 8,732
 10001- 1068- 8,1077
 10001- 1068- 8,894
 10001- 1068- 8,1444
 10001- 1068- 8,1354
 1753- 1068- 8,618
 1753- 1068- 8,302
 1753- 1068- 8,1250
 321- 1068- 8,528
 321- 1068- 8,984
 321- 1068- 8,761
 321- 1068- 8,285
 321- 1068- 8,1397
 321- 1068- 8,1468
 321- 1068- 8,525
 9480- 1068- 8,521
 9480- 1068- 8,565
 6193- 1068- 8,1549
 6193- 1068- 8,1405
 6193- 1068- 8,1422
 6193- 1068- 8,1372
 8670- 1068- 8,24
 8670- 1068- 8,1306
 6603- 1068- 8,890
 6603- 1068- 8,268
 5881- 1068- 8,690
 5881- 1068- 8,867
 5881- 1068- 8,750
 8710- 1068- 8,1190
 8710- 1068- 8,581
 8710- 1068- 8,437
 8710- 1068- 8,454
 8710- 1068- 8,404
 8710- 1068- 8,554
 8710- 1068- 8,105
 8710- 1068- 8,1453
 2118- 1068- 8,13
 2118- 1068- 8,562
 3125- 1068- 8,1066
 3125- 1068- 8,1348
 3125- 1068- 8,86
 3125- 1068- 8,1488
 3125- 1068- 8,812
 3125- 1068- 8,1282
 3411- 1068- 8,1105
 3411- 1068- 8,402
 3411- 1068- 8,636
 2475- 1068- 8,1219
 2475- 1068- 8,449
 2475- 1068- 8,786
 8615- 1068- 8,676
 8615- 1068- 8,520
 8615- 1068- 8,1402
 8615- 1068- 8,1458
 8615- 1068- 8,876
 8615- 1068- 8,1479
 8615- 1068- 8,83
 8615- 1068- 8,326
 8928- 1068- 8,977
 8928- 1068- 8,8
 5881- 1068- 8,1044
 5881- 1068- 8,1367
 5881- 1068- 8,1543
 5881- 1068- 8,1427
 5881- 1068- 8,218
 5881- 1068- 8,728
 5881- 1068- 8,1171
 5881- 1068- 8,1400
 298- 1068- 8,1014
 298- 1068- 8,1430
 298- 1068- 8,182
 298- 1068- 8,1224
 298- 1068- 8,1214
 298- 1068- 8,831
 298- 1068- 8,835
 3244- 1068- 8,7
 3244- 1068- 8,584
 3244- 1068- 8,827
 3244- 1068- 8,511
 3244- 1068- 8,1459
 3244- 1068- 8,1316
 3244- 1068- 8,1332
 4655- 1068- 8,1453
 4655- 1068- 8,897
 4655- 1068- 8,1419
 4655- 1068- 8,997
 4655- 1068- 8,1120
 4655- 1068- 8,338
 3244- 1068- 8,57
 3244- 1068- 8,73
 3244- 1068- 8,23
 3244- 1068- 8,173
 3244- 1068- 8,1282
 3244- 1068- 8,1072
 3244- 1068- 8,1288
 8345- 1068- 8,539
 8345- 1068- 8,1328
 8345- 1068- 8,107
 8345- 1068- 8,1481
 8345- 1068- 8,570
 8345- 1068- 8,480
 8345- 1068- 8,1163
 9143- 1068- 8,229
 9143- 1068- 8,339
